year,month,artist,title,weeks,rank
2017,7,"Major Lazer Featuring Travis Scott, Camila Cabello & Quavo",Know No Better,2,98
2017,7,Brothers Osborne,It Ain't My Fault,1,99
2017,8,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,Despacito,27,0
2017,8,DJ Khaled Featuring Rihanna & Bryson Tiller,Wild Thoughts,5,1
2017,8,Bruno Mars,That's What I Like,27,2
2017,8,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",I'm The One,12,3
2017,8,French Montana Featuring Swae Lee,Unforgettable,15,4
2017,8,Ed Sheeran,Shape Of You,28,5
2017,8,Imagine Dragons,Believer,24,6
2017,8,Shawn Mendes,There's Nothing Holdin' Me Back,13,7
2017,8,Sam Hunt,Body Like A Back Road,25,8
2017,8,Charlie Puth,Attention,13,9
2017,8,Kendrick Lamar,Humble.,16,10
2017,8,Post Malone Featuring Quavo,Congratulations,30,11
2017,8,Childish Gambino,Redbone,33,12
2017,8,Zedd & Alessia Cara,Stay,21,13
2017,8,The Chainsmokers & Coldplay,Something Just Like This,22,14
2017,8,Lil Uzi Vert,XO TOUR Llif3,17,15
2017,8,Halsey,Now Or Never,15,16
2017,8,Future,Mask Off,22,17
2017,8,Niall Horan,Slow Hands,12,18
2017,8,James Arthur,Say You Won't Let Go,39,19
2017,8,Kygo x Selena Gomez,It Ain't Me,23,20
2017,8,Ed Sheeran,Castle On The Hill,28,21
2017,8,Demi Lovato,Sorry Not Sorry,2,22
2017,8,Khalid,Location,28,23
2017,8,Liam Payne Featuring Quavo,Strip That Down,9,24
2017,8,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",Feels,5,25
2017,8,Selena Gomez Featuring Gucci Mane,Fetish,2,26
2017,8,Julia Michaels,Issues,26,27
2017,8,Playboi Carti,Magnolia,12,28
2017,8,Selena Gomez,Bad Liar,10,29
2017,8,Miley Cyrus,Malibu,11,30
2017,8,David Guetta Featuring Justin Bieber,2U,6,31
2017,8,YFN Lucci Featuring PnB Rock,Everyday We Lit,15,32
2017,8,21 Savage,Bank Account,2,33
2017,8,Migos Featuring Gucci Mane,Slippery,17,34
2017,8,The Chainsmokers Featuring Halsey,Closer,51,35
2017,8,Brett Young,In Case You Didn't Know,24,36
2017,8,A Boogie Wit da Hoodie Featuring Kodak Black,Drowning,16,37
2017,8,Dylan Scott,My Girl,13,38
2017,8,Kesha,Praying,2,39
2017,8,Yo Gotti Featuring Nicki Minaj,Rake It Up,3,40
2017,8,J Balvin & Willy William Featuring Beyonce,Mi Gente,3,41
2017,8,Ayo & Teo,Rolex,23,42
2017,8,Thomas Rhett Featuring Maren Morris,Craving You,16,43
2017,8,Migos Featuring Lil Uzi Vert,Bad And Boujee,36,44
2017,8,KYLE Featuring Lil Yachty,iSpy,30,45
2017,8,Bruno Mars,Versace On The Floor,6,46
2017,8,Maluma,Felices Los 4,10,47
2017,8,Cardi B,Bodak Yellow (Money Moves),3,48
2017,8,Bruno Mars,24K Magic,41,49
2017,8,Kendrick Lamar,DNA.,14,50
2017,8,Dustin Lynch,Small Town Boy,7,51
2017,8,SZA Featuring Travis Scott,Love Galore,6,52
2017,8,Midland,Drinkin' Problem,11,53
2017,8,Logic Featuring Alessia Cara & Khalid,1-800-273-8255,12,54
2017,8,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko",It's A Vibe,6,55
2017,8,Billy Currington,Do I Make You Wanna,6,56
2017,8,Hailee Steinfeld,Most Girls,9,57
2017,8,Imagine Dragons,Thunder,12,58
2017,8,Travis Scott,Butterfly Effect,8,59
2017,8,JAY-Z,4:44,2,60
2017,8,Kendrick Lamar Featuring Rihanna,Loyalty.,14,61
2017,8,Portugal. The Man,Feel It Still,5,62
2017,8,Old Dominion,No Such Thing As A Broken Heart,8,63
2017,8,Kane Brown Featuring Lauren Alaina,What Ifs,6,64
2017,8,Cole Swindell,Flatliner,13,65
2017,8,Lady Antebellum,You Look Good,15,66
2017,8,Cheat Codes Featuring Demi Lovato,No Promises,10,67
2017,8,Tee Grizzley,First Day Out,16,68
2017,8,Wisin Featuring Ozuna,Escapate Conmigo,6,69
2017,8,Rascal Flatts,Yours If You Want It,9,70
2017,8,JAY-Z,The Story Of O.J.,2,71
2017,8,Camila Cabello,Crying In The Club,9,72
2017,8,Drake,Passionfruit,18,73
2017,8,French Montana Featuring The Weeknd & Max B,A Lie,1,74
2017,8,Chris Brown,Privacy,12,75
2017,8,Kendrick Lamar Featuring Zacari,Love.,14,76
2017,8,Fifth Harmony Featuring Gucci Mane,Down,6,77
2017,8,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,Swalla,18,78
2017,8,Florida Georgia Line Featuring Backstreet Boys,"God, Your Mama, And Me",17,79
2017,8,Jon Pardi,Heartache On The Dance Floor,3,80
2017,8,GoldLink Featuring Brent Faiyaz & Shy Glizzy,Crew,4,81
2017,8,2 Chainz Featuring Travis Scott,4 AM,7,82
2017,8,Justin Moore,Somebody Else Will,7,83
2017,8,Blake Shelton,Every Time I Hear That Song,11,84
2017,8,Jake Paul & Erika Costell Featuring Uncle Kade,Jerika,1,85
2017,8,Lady Gaga,The Cure,14,86
2017,8,Drake,Signs,4,87
2017,8,Meek Mill Featuring Chris Brown & Ty Dolla $ign,Whatever You Need,2,88
2017,8,The Weeknd,Reminder,11,89
2017,8,Khalid,Young Dumb & Broke,1,90
2017,8,Nicky Jam,El Amante,11,91
2017,8,AJR,Weak,11,92
2017,8,Brothers Osborne,It Ain't My Fault,5,93
2017,8,"Enrique Iglesias Featuring Descemer Bueno, Zion & Lennox Or Sean Paul",Subeme La Radio,7,94
2017,8,Kesha Featuring The Dap-Kings Horns,Woman,1,95
2017,8,Calvin Harris Featuring Future & Khalid,Rollin,4,96
2017,8,Kendrick Lamar,Element.,11,97
2017,8,Macklemore Featuring Skylar Grey,Glorious,2,98
2017,8,Metro Boomin Featuring Offset & Drake,No Complaints,3,99
2017,9,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,Despacito,31,0
2017,9,DJ Khaled Featuring Rihanna & Bryson Tiller,Wild Thoughts,9,1
2017,9,Cardi B,Bodak Yellow (Money Moves),7,2
2017,9,French Montana Featuring Swae Lee,Unforgettable,19,3
2017,9,Imagine Dragons,Believer,28,4
2017,9,Charlie Puth,Attention,17,5
2017,9,Shawn Mendes,There's Nothing Holdin' Me Back,17,6
2017,9,Bruno Mars,That's What I Like,31,7
2017,9,Ed Sheeran,Shape Of You,32,8
2017,9,Sam Hunt,Body Like A Back Road,29,9
2017,9,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",I'm The One,16,10
2017,9,21 Savage,Bank Account,6,11
2017,9,Liam Payne Featuring Quavo,Strip That Down,13,12
2017,9,Post Malone Featuring Quavo,Congratulations,34,13
2017,9,Niall Horan,Slow Hands,16,14
2017,9,Childish Gambino,Redbone,37,15
2017,9,Kendrick Lamar,Humble.,20,16
2017,9,Lil Uzi Vert,XO TOUR Llif3,21,17
2017,9,The Chainsmokers & Coldplay,Something Just Like This,26,18
2017,9,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",Feels,9,19
2017,9,J Balvin & Willy William Featuring Beyonce,Mi Gente,7,20
2017,9,Kesha,Praying,6,21
2017,9,Zedd & Alessia Cara,Stay,25,22
2017,9,Yo Gotti Featuring Nicki Minaj,Rake It Up,7,23
2017,9,Demi Lovato,Sorry Not Sorry,6,24
2017,9,Portugal. The Man,Feel It Still,9,25
2017,9,Khalid,Location,32,26
2017,9,Future,Mask Off,26,27
2017,9,P!nk,What About Us,2,28
2017,9,James Arthur,Say You Won't Let Go,43,29
2017,9,Kendrick Lamar Featuring Rihanna,Loyalty.,18,30
2017,9,Halsey,Now Or Never,19,31
2017,9,Bruno Mars,Versace On The Floor,10,32
2017,9,Kygo x Selena Gomez,It Ain't Me,27,33
2017,9,SZA Featuring Travis Scott,Love Galore,10,34
2017,9,Playboi Carti,Magnolia,16,35
2017,9,Logic Featuring Alessia Cara & Khalid,1-800-273-8255,16,36
2017,9,Dustin Lynch,Small Town Boy,11,37
2017,9,Ed Sheeran,Castle On The Hill,32,38
2017,9,YFN Lucci Featuring PnB Rock,Everyday We Lit,19,39
2017,9,A Boogie Wit da Hoodie Featuring Kodak Black,Drowning,20,40
2017,9,Marshmello Featuring Khalid,Silence,1,41
2017,9,Cheat Codes Featuring Demi Lovato,No Promises,14,42
2017,9,Kane Brown Featuring Lauren Alaina,What Ifs,10,43
2017,9,Brett Young,In Case You Didn't Know,28,44
2017,9,Migos Featuring Gucci Mane,Slippery,21,45
2017,9,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko",It's A Vibe,10,46
2017,9,Selena Gomez Featuring Gucci Mane,Fetish,6,47
2017,9,Khalid,Young Dumb & Broke,5,48
2017,9,Old Dominion,No Such Thing As A Broken Heart,12,49
2017,9,Midland,Drinkin' Problem,15,50
2017,9,Tay-K,The Race,2,51
2017,9,Maluma,Felices Los 4,14,52
2017,9,GoldLink Featuring Brent Faiyaz & Shy Glizzy,Crew,8,53
2017,9,Jon Pardi,Heartache On The Dance Floor,7,54
2017,9,Louis Tomlinson Featuring Bebe Rexha & Digital Farm Animals,Back To You,4,55
2017,9,Imagine Dragons,Thunder,16,56
2017,9,Travis Scott,Butterfly Effect,12,57
2017,9,Justin Moore,Somebody Else Will,11,58
2017,9,Thomas Rhett Featuring Maren Morris,Craving You,20,59
2017,9,Meek Mill Featuring Chris Brown & Ty Dolla $ign,Whatever You Need,6,60
2017,9,Billy Currington,Do I Make You Wanna,10,61
2017,9,blackbear,Do Re Mi,10,62
2017,9,David Guetta Featuring Justin Bieber,2U,10,63
2017,9,Lady Antebellum,You Look Good,19,64
2017,9,Kendrick Lamar,DNA.,18,65
2017,9,Hailee Steinfeld,Most Girls,13,66
2017,9,Luke Combs,When It Rains It Pours,3,67
2017,9,Wisin Featuring Ozuna,Escapate Conmigo,10,68
2017,9,Kendrick Lamar Featuring Zacari,Love.,18,69
2017,9,Macklemore Featuring Skylar Grey,Glorious,6,70
2017,9,Dylan Scott,My Girl,17,71
2017,9,Thomas Rhett,Unforgettable,3,72
2017,9,Cole Swindell,Flatliner,17,73
2017,9,SZA,The Weekend,3,74
2017,9,The Weeknd,Reminder,15,75
2017,9,The Chainsmokers,Honest,3,76
2017,9,Miley Cyrus,Malibu,15,77
2017,9,Brothers Osborne,It Ain't My Fault,9,78
2017,9,Kenny Chesney,All The Pretty Girls,3,79
2017,9,Dua Lipa,New Rules,3,80
2017,9,Jason Aldean,They Don't Know,3,81
2017,9,Selena Gomez,Bad Liar,14,82
2017,9,Tee Grizzley,First Day Out,20,83
2017,9,Carly Pearce,Every Little Thing,3,84
2017,9,Kodak Black,Patty Cake,2,85
2017,9,The Revivalists,Wish I Knew You,3,86
2017,9,Kip Moore,More Girls Like You,1,87
2017,9,Jacquees,B.E.D.,2,88
2017,9,2 Chainz Featuring Travis Scott,4 AM,11,89
2017,9,Chris Brown,Privacy,16,90
2017,9,Wiz Khalifa Featuring Ty Dolla $ign,Something New,1,91
2017,9,Rae Sremmurd,Perplexing Pegasus,2,92
2017,9,Chris Lane,For Her,3,93
2017,9,YoungBoy Never Broke Again,Untouchable,1,94
2017,9,Descendants 2 Cast,It's Goin' Down,4,95
2017,9,Maren Morris,I Could Use A Love Song,1,96
2017,9,Chris Janson,Fix A Drink,1,97
2017,9,Nicky Jam,El Amante,15,98
2017,9,Playboi Carti Featuring Lil Uzi Vert,Wokeuplikethis*,10,99
2017,10,Cardi B,Bodak Yellow (Money Moves),12,0
2017,10,Post Malone Featuring 21 Savage,Rockstar,1,1
2017,10,Taylor Swift,Look What You Made Me Do,5,2
2017,10,Logic Featuring Alessia Cara & Khalid,1-800-273-8255,21,3
2017,10,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,Despacito,36,4
2017,10,French Montana Featuring Swae Lee,Unforgettable,24,5
2017,10,Imagine Dragons,Believer,33,6
2017,10,Yo Gotti Featuring Nicki Minaj,Rake It Up,12,7
2017,10,Charlie Puth,Attention,22,8
2017,10,Portugal. The Man,Feel It Still,14,9
2017,10,Niall Horan,Slow Hands,21,10
2017,10,DJ Khaled Featuring Rihanna & Bryson Tiller,Wild Thoughts,14,11
2017,10,Liam Payne Featuring Quavo,Strip That Down,18,12
2017,10,Shawn Mendes,There's Nothing Holdin' Me Back,22,13
2017,10,Demi Lovato,Sorry Not Sorry,11,14
2017,10,Sam Smith,Too Good At Goodbyes,2,15
2017,10,21 Savage,Bank Account,11,16
2017,10,Ed Sheeran,Shape Of You,37,17
2017,10,J Balvin & Willy William Featuring Beyonce,Mi Gente,12,18
2017,10,Bruno Mars,That's What I Like,36,19
2017,10,Lil Uzi Vert,XO TOUR Llif3,26,20
2017,10,Gucci Mane Featuring Migos,I Get The Bag,5,21
2017,10,Maroon 5 Featuring SZA,What Lovers Do,4,22
2017,10,Sam Hunt,Body Like A Back Road,34,23
2017,10,Kendrick Lamar,Humble.,25,24
2017,10,P!nk,What About Us,7,25
2017,10,Khalid,Young Dumb & Broke,10,26
2017,10,Kesha,Praying,11,27
2017,10,The Chainsmokers & Coldplay,Something Just Like This,31,28
2017,10,Imagine Dragons,Thunder,21,29
2017,10,Khalid,Location,37,30
2017,10,Kane Brown Featuring Lauren Alaina,What Ifs,15,31
2017,10,SZA Featuring Travis Scott,Love Galore,15,32
2017,10,Taylor Swift,...Ready For It?,3,33
2017,10,Justin Bieber + BloodPop,Friends,5,34
2017,10,Post Malone Featuring Quavo,Congratulations,39,35
2017,10,James Arthur,Say You Won't Let Go,48,36
2017,10,Childish Gambino,Redbone,42,37
2017,10,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",I'm The One,21,38
2017,10,Dustin Lynch,Small Town Boy,16,39
2017,10,Kendrick Lamar Featuring Rihanna,Loyalty.,23,40
2017,10,Zedd & Alessia Cara,Stay,30,41
2017,10,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",Feels,14,42
2017,10,Luke Combs,When It Rains It Pours,8,43
2017,10,Cheat Codes Featuring Demi Lovato,No Promises,19,44
2017,10,GoldLink Featuring Brent Faiyaz & Shy Glizzy,Crew,13,45
2017,10,Jon Pardi,Heartache On The Dance Floor,12,46
2017,10,Future,Mask Off,31,47
2017,10,Thomas Rhett,Unforgettable,8,48
2017,10,XXXTENTACION,Jocelyn Flores,4,49
2017,10,blackbear,Do Re Mi,15,50
2017,10,SZA,The Weekend,8,51
2017,10,Dua Lipa,New Rules,8,52
2017,10,Tay-K,The Race,7,53
2017,10,Kodak Black,Transportin',5,54
2017,10,Marshmello Featuring Khalid,Silence,6,55
2017,10,Travis Scott,Butterfly Effect,17,56
2017,10,Lil Uzi Vert Featuring Nicki Minaj,The Way Life Goes,4,57
2017,10,Kodak Black Featuring XXXTENTACION,Roll In Peace,5,58
2017,10,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko",It's A Vibe,15,59
2017,10,Halsey,Bad At Love,3,60
2017,10,Macklemore Featuring Skylar Grey,Glorious,11,61
2017,10,Zayn Featuring Sia,Dusk Till Dawn,2,62
2017,10,Camila Cabello Featuring Young Thug,Havana,6,63
2017,10,XXXTENTACION Featuring Trippie Redd,F**k Love,4,64
2017,10,Niall Horan,Too Much To Ask,1,65
2017,10,Gucci Mane Featuring The Weeknd,Curve,1,66
2017,10,Kenny Chesney,All The Pretty Girls,8,67
2017,10,Lil Uzi Vert,Sauce It Up,4,68
2017,10,Wisin Featuring Ozuna,Escapate Conmigo,15,69
2017,10,Lil Pump,Gucci Gang,2,70
2017,10,Maluma,Felices Los 4,19,71
2017,10,Jacquees,B.E.D.,7,72
2017,10,Jason Aldean,They Don't Know,8,73
2017,10,LANCO,Greatest Love Story,3,74
2017,10,Carly Pearce,Every Little Thing,8,75
2017,10,Old Dominion,No Such Thing As A Broken Heart,17,76
2017,10,Louis Tomlinson Featuring Bebe Rexha & Digital Farm Animals,Back To You,9,77
2017,10,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",Pills And Automobiles,2,78
2017,10,Meek Mill Featuring Chris Brown & Ty Dolla $ign,Whatever You Need,11,79
2017,10,Kelly Clarkson,Love So Soft,2,80
2017,10,Young Thug Featuring Future,Relationship,5,81
2017,10,Kip Moore,More Girls Like You,6,82
2017,10,Chris Brown,Questions,4,83
2017,10,BTS,DNA,1,84
2017,10,Luke Bryan,Light It Up,4,85
2017,10,Selena Gomez Featuring Gucci Mane,Fetish,11,86
2017,10,Blake Shelton,I'll Name The Dogs,2,87
2017,10,Ed Sheeran,Perfect,4,88
2017,10,Maren Morris,I Could Use A Love Song,5,89
2017,10,Brothers Osborne,It Ain't My Fault,14,90
2017,10,"Lorde Featuring Khalid, Post Malone & SZA",Homemade Dynamite,1,91
2017,10,Midland,Drinkin' Problem,20,92
2017,10,Chris Janson,Fix A Drink,4,93
2017,10,Billy Currington,Do I Make You Wanna,15,94
2017,10,XXXTENTACION,Everybody Dies In Their Nightmares,4,95
2017,10,G-Eazy Featuring A$AP Rocky & Cardi B,No Limit,2,96
2017,10,Bhad Bhabie,These Heaux,3,97
2017,10,The Revivalists,Wish I Knew You,8,98
2017,10,Metro Boomin Featuring Offset & Drake,No Complaints,5,99
2017,11,Post Malone Featuring 21 Savage,Rockstar,5,0
2017,11,Cardi B,Bodak Yellow (Money Moves),16,1
2017,11,Logic Featuring Alessia Cara & Khalid,1-800-273-8255,25,2
2017,11,Portugal. The Man,Feel It Still,18,3
2017,11,Imagine Dragons,Thunder,25,4
2017,11,J Balvin & Willy William Featuring Beyonce,Mi Gente,16,5
2017,11,Demi Lovato,Sorry Not Sorry,15,6
2017,11,Sam Smith,Too Good At Goodbyes,6,7
2017,11,French Montana Featuring Swae Lee,Unforgettable,28,8
2017,11,Taylor Swift,Look What You Made Me Do,9,9
2017,11,Gucci Mane Featuring Migos,I Get The Bag,9,10
2017,11,Charlie Puth,Attention,26,11
2017,11,P!nk,What About Us,11,12
2017,11,Imagine Dragons,Believer,37,13
2017,11,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,Despacito,40,14
2017,11,21 Savage,Bank Account,15,15
2017,11,Yo Gotti Featuring Nicki Minaj,Rake It Up,16,16
2017,11,Ed Sheeran,Perfect,8,17
2017,11,Maroon 5 Featuring SZA,What Lovers Do,8,18
2017,11,Camila Cabello Featuring Young Thug,Havana,10,19
2017,11,Liam Payne Featuring Quavo,Strip That Down,22,20
2017,11,Ed Sheeran,Shape Of You,41,21
2017,11,Shawn Mendes,There's Nothing Holdin' Me Back,26,22
2017,11,Niall Horan,Slow Hands,25,23
2017,11,Khalid,Young Dumb & Broke,14,24
2017,11,Kane Brown Featuring Lauren Alaina,What Ifs,19,25
2017,11,Lil Pump,Gucci Gang,6,26
2017,11,Kesha,Praying,15,27
2017,11,Post Malone,I Fall Apart,4,28
2017,11,Bruno Mars,That's What I Like,40,29
